Year,Category,id,url,title,sentiment
2020,Business,2,https://www.bloomberg.com/news/articles/2020-10-31/lufthansa-can-emerge-stronger-from-pandemic-ceo-spohr-says,"Lufthansa Can Emerge Stronger From Pandemic, CEO Spohr Says",Positive
2020,Business,26,https://www.bloomberg.com/news/articles/2020-12-20/travel-pain-spreads-as-europe-closes-ranks-on-u-k-virus-strain,Travel Pain Spreads as Europe Blocks U.K. Flights on Virus Fears,Negative
2020,Business,38,https://www.bloomberg.com/news/articles/2020-10-26/ana-to-unveil-restructuring-plan-as-losses-mount-due-to-virus,Japan’s ANA to Unveil Restructuring Plan as Losses Mount,Negative
2020,Business,0,https://www.bloomberg.com/news/articles/2020-06-06/british-airways-threatens-to-fire-all-pilots-in-latest-salvo,"British Airways Threatens to Fire Pilots, Fights U.K.’s Quarantine Rule",Negative
2020,Business,35,https://www.bloomberg.com/news/articles/2020-07-20/u-s-airlines-face-the-end-of-business-travel-as-they-knew-it,U.S. Airlines Face End of Business Travel as They Knew It,Negative
2020,Business,10,https://www.bloomberg.com/news/articles/2020-08-27/united-sees-2-850-pilot-layoffs-without-new-aid-echoing-rivals,"United Sees 2,850 Pilot Layoffs Without New Aid, Echoing Rivals",Negative
2020,Business,33,https://www.bloomberg.com/news/articles/2020-07-02/american-air-says-it-will-have-20-000-more-employees-than-needed,"American Air Says It Will Have 20,000 More Employees Than Needed",Negative
2020,Business,37,https://www.bloomberg.com/news/articles/2020-10-07/u-k-mulls-covid-tests-for-arrivals-in-bid-to-restart-air-travel,U.K. Mulls Traveler Tests in Bid to Restart Air Travel,Negative
2020,Business,13,https://www.bloomberg.com/news/articles/2020-11-18/boeing-max-cleared-to-fly-as-faa-lifts-longest-u-s-grounding,Boeing Max Is Cleared to Fly as FAA Lifts Longest U.S. Grounding,Positive
2020,Business,23,https://www.bloomberg.com/news/articles/2020-06-04/american-air-to-boost-flying-74-on-surprise-demand-rebound,American Air’s 74% Jump in Flying Signals Travel on the Mend,Positive
2020,Business,29,https://www.bloomberg.com/news/articles/2020-10-19/u-s-air-passengers-exceed-1-million-for-first-time-since-march,"U.S. Air Passengers Exceed 1 Million, First Time Since March",Positive
2020,Business,34,https://www.bloomberg.com/news/articles/2020-07-28/airlines-see-prolonged-wait-for-pre-covid-traffic-levels-return,Airlines See Long Wait for Return to Pre-Covid Traffic Levels,Negative
2020,Business,8,https://www.bloomberg.com/news/articles/2020-06-16/airasia-eyes-durian-flights-as-part-of-farm-to-table-food-push,AirAsia Eyes Durian Flights as Part of Farm-to-Table Food Push,Negative
2020,Business,7,https://www.bloomberg.com/news/articles/2020-05-26/bailout-or-bust-dilemma-forces-lufthansa-to-call-in-state-rescue,Bailout-or-Bust Dilemma Forces Lufthansa to Call in State Rescue,Negative
2020,Business,21,https://www.bloomberg.com/news/articles/2020-08-19/qantas-sees-more-pain-ahead-after-first-loss-in-six-years,Qantas Reports $1.96 Billion Loss and Sees More Pain to Come,Negative
2020,Business,31,https://www.bloomberg.com/news/articles/2020-05-28/american-airlines-to-cut-30-of-management-and-support-staff,"American Air to Cut Management, Staff 30% Amid Travel Slump",Negative
2020,Business,14,https://www.bloomberg.com/news/articles/2020-05-20/emirates-seeks-to-scrap-last-5-a380-orders-in-final-blow-to-jet,Emirates Seeks to Scrap Last Five A380 Orders in Final Blow to Jet,Negative
2020,Business,40,https://www.bloomberg.com/news/articles/2020-06-12/inside-the-5-billion-apollo-deal-to-salvage-cathay-pacific,Inside the $5 Billion ‘Apollo’ Deal to Salvage Cathay Pacific,Positive
2020,Business,15,https://www.bloomberg.com/news/articles/2020-09-04/iata-top-doctor-says-airlines-can-t-afford-to-wait-for-vaccine,IATA Top Doctor Says Airlines Can’t Afford to Wait for Vaccine,Negative
2020,Business,25,https://www.bloomberg.com/news/articles/2020-07-30/let-us-fly-or-bail-us-out-airlines-say-in-fight-with-trudeau,"Let Us Fly or Bail Us Out, Airlines Say in Fight With Trudeau",Negative
2020,Business,4,https://www.bloomberg.com/news/articles/2020-10-19/iata-working-with-who-and-civil-aviation-body-on-testing-regime,Airlines Working With WHO on Testing to Replace Quarantine,Positive
2020,Business,5,https://www.bloomberg.com/news/articles/2020-06-10/garuda-wins-approval-for-debt-extension-easing-cash-crunch,"Garuda Wins Approval for Debt Extension, Easing Cash Crunch",Positive
2020,Business,22,https://www.bloomberg.com/news/articles/2020-06-19/aeromexico-weighs-u-s-bankruptcy-filing-amid-travel-collapse,Aeromexico Mulls U.S. Bankruptcy Filing Amid Travel Collapse,Negative
2020,Business,6,https://www.bloomberg.com/news/articles/2020-06-27/ryanair-calls-u-k-s-air-bridge-plan-more-idiotic-rubbish,Ryanair Calls U.K.’s Air Bridge Plan ‘More Idiotic Rubbish’,Negative
2020,Business,17,https://www.bloomberg.com/news/articles/2020-10-10/air-canada-slashes-price-of-transat-deal-citing-covid-impact,"Air Canada Slashes Price of Transat Deal, Citing Covid Impact",Negative
2020,Business,42,https://www.bloomberg.com/news/articles/2020-05-29/turkish-airlines-rides-tailwinds-for-peer-beating-stock-recovery,Turkish Airlines Rides Tailwinds for Peer-Beating Stock Recovery,Positive
2020,Business,20,https://www.bloomberg.com/news/articles/2020-10-27/ana-sees-biggest-ever-loss-as-pandemic-guts-global-travel,Japanese Airline ANA Forecasts Its Biggest Ever Loss,Negative
2021,Business,18,https://www.bloomberg.com/news/articles/2021-06-15/emirates-posts-first-loss-in-three-decades-as-virus-slams-travel,Emirates Gets Government Aid After Pandemic Leads to Huge Loss,Negative
2021,Business,88,https://www.bloomberg.com/news/articles/2021-02-18/airbus-cautious-on-2021-after-cementing-cash-flow-turnaround,Airbus Cautious on 2021 After Cementing Cash Flow Turnaround,Negative
2021,Business,13,https://www.bloomberg.com/news/articles/2021-02-26/british-airways-parents-posts-9-billion-loss-offers-no-outlook,British Airways Parent Sees Some Hope After $9 Billion Loss,Positive
2021,Business,79,https://www.bloomberg.com/news/articles/2021-04-15/delta-sticks-with-profit-outlook-as-travel-rebound-advances,Delta’s Steady Outlook Underwhelms as Cost Pressures Loom,Negative
2021,Business,1,https://www.bloomberg.com/news/articles/2021-06-03/indian-airlines-will-lose-8-billion-due-to-covid-capa-says,"Indian Airlines Will Lose $8 Billion Due to Covid, CAPA Says",Negative
2021,Business,89,https://www.bloomberg.com/news/articles/2021-01-12/sas-loses-ceo-at-critical-time-as-airlines-continue-to-suffer,SAS Chief Unexpectedly Bolts at ‘Critical’ Time for Airline,Positive
2021,Business,125,https://www.bloomberg.com/news/articles/2021-05-27/mexico-boosts-air-safety-budget-40-after-cuts-hurt-u-s-rating,FAA Rebuke Spurs Mexico to Add Back Air Safety Inspectors,Negative
2021,Business,47,https://www.bloomberg.com/news/articles/2021-07-10/business-trips-are-coming-back-faster-than-expected-in-the-u-s,Business Trips Are Coming Back Faster Than Expected in the U.S.,Positive
2021,Business,82,https://www.bloomberg.com/news/articles/2021-06-10/australia-singapore-working-toward-setting-up-travel-corridor,Singapore-Australia Travel Corridor May Take Months to Open,Negative
2021,Business,65,https://www.bloomberg.com/news/articles/2021-04-28/covid-outbreak-grips-canada-oil-sands-just-as-roughnecks-fly-in,Covid Outbreak Grips Canada Oil Sands Just as Roughnecks Fly In,Positive
2021,Business,66,https://www.bloomberg.com/news/articles/2021-07-08/buttigieg-says-no-firm-date-to-lift-international-traveler-bans,Buttigieg Says No Firm Date to Lift International Traveler Bans,Negative
2021,Business,57,https://www.bloomberg.com/news/articles/2021-05-31/qantas-offers-unlimited-flights-in-biggest-vaccine-incentive,Qantas Offers Unlimited Flights in Biggest Vaccine Incentive,Positive
2021,Business,2,https://www.bloomberg.com/news/articles/2021-06-03/delta-ceo-sees-u-s-business-travel-recovering-by-summer-2022,Delta CEO Sees U.S. Business Travel Recovery by Summer 2022,Positive
2021,Business,31,https://www.bloomberg.com/news/articles/2021-05-27/where-can-you-fly-right-now-the-frantic-pitch-to-save-summer,Where Can You Fly Right Now? The Frantic Pitch to Save Summer,Positive
2021,Business,90,https://www.bloomberg.com/news/articles/2021-06-12/u-s-air-travelers-top-2-million-for-first-time-since-pandemic,U.S. Air Travelers Top 2 Million for First Time in Pandemic,Positive
2021,Business,103,https://www.bloomberg.com/news/articles/2021-06-20/american-airlines-flight-cancellations-set-to-continue-monday,American Airlines Flight Cancellations Set to Continue Monday,Negative
2021,Business,63,https://www.bloomberg.com/news/articles/2021-07-16/where-can-you-fly-right-now-vaccine-driven-comeback-skips-the-u-k,Where Can You Fly Right Now? Vaccine-Driven Comeback Skips the U.K.,Negative
2021,Business,5,https://www.bloomberg.com/news/articles/2021-06-07/airlines-seek-restart-of-u-s-u-k-flights-as-biden-visit-looms,Airlines Seek Trans-Atlantic Restart on Eve of Biden Trip,Negative
2021,Business,101,https://www.bloomberg.com/news/articles/2021-05-29/lufthansa-has-permits-to-fly-to-moscow-and-st-petersburg,Lufthansa Has Permits to Fly to Moscow and St. Petersburg,Positive
2021,Business,72,https://www.bloomberg.com/news/articles/2021-02-24/qantas-pushes-backs-expected-restart-of-international-travel,Qantas Pushes Back Expected Restart of International Travel,Negative
2021,Business,42,https://www.bloomberg.com/news/articles/2021-06-23/southwest-s-kelly-to-step-down-as-ceo-jordan-named-successor,"Southwest Air’s Kelly to Exit as CEO, Jordan Named Successor",Negative
2021,Business,9,https://www.bloomberg.com/news/articles/2021-06-07/lufthansa-in-talks-to-help-revive-sudan-s-carrier-minister-says,Lufthansa May Help Revive One of Africa’s Oldest Airlines,Positive
2021,Business,70,https://www.bloomberg.com/news/articles/2021-03-13/brazil-outbreak-at-weekly-record-u-s-cases-slow-virus-update,U.S. Deaths Fall; AstraZeneca Says Vaccine Is Safe: Virus Update,Positive
2021,Business,54,https://www.bloomberg.com/news/articles/2021-06-21/airlines-seek-federal-criminal-charges-against-unruly-passengers,Airlines Seeking Criminal Charges Against Unruly Passengers,Negative
2021,Business,96,https://www.bloomberg.com/news/articles/2021-06-03/where-can-you-fly-right-now-covid-zero-brings-maximum-travel-pain,Where Can You Fly Right Now? ‘Covid Zero’ Brings Maximum Travel Pain,Negative
2021,Business,49,https://www.bloomberg.com/news/articles/2021-07-02/fauci-doesn-t-expect-another-nationwide-case-spike-virus-update,Biden in Michigan; Delta Clouds Summer Plans: Virus Update,Positive
2021,Business,99,https://www.bloomberg.com/news/articles/2021-06-02/who-backs-sinovac-vaccine-thailand-adds-stimulus-virus-update,Biden’s New Plan; Variants Dominate in Minnesota: Virus Update,Positive
2021,Business,46,https://www.bloomberg.com/news/articles/2021-06-21/u-k-travel-chiefs-set-to-challenge-warning-of-fourth-lockdown,U.K. Travel Chiefs Set to Challenge Fourth Lockdown Warning,Positive
2021,Business,124,https://www.bloomberg.com/news/articles/2021-06-07/qantas-seeks-details-on-disturbing-criminal-gang-report,Qantas Seeks Details on ‘Disturbing’ Criminal Gang Report,Negative
2021,Business,32,https://www.bloomberg.com/news/articles/2021-05-29/u-s-airline-flyers-creep-up-toward-2-million-in-travel-rebound,U.S. Airline Flyers Creep Up Toward 2 Million in Travel Rebound,Positive
2021,Business,97,https://www.bloomberg.com/news/articles/2021-05-25/new-icelandic-airline-plans-june-launch-after-two-year-hiatus,New Icelandic Airline Plans June Start After Two-Year Hiatus,Positive
2021,Business,108,https://www.bloomberg.com/news/articles/2021-04-26/hong-kong-singapore-travel-bubble-to-start-on-may-26,Hong Kong and Singapore Set Date for Long-Awaited Travel Bubble,Positive
2021,Business,115,https://www.bloomberg.com/news/articles/2021-06-04/airfares-hit-1-000-as-u-k-tourists-rush-to-leave-portugal,"Airfares Hit $1,000 as U.K. Tourists Rush to Leave Portugal",Negative
2021,Business,107,https://www.bloomberg.com/news/articles/2021-03-24/ryanair-chief-touts-robust-summer-for-travel-despite-setbacks,Ryanair Chief Touts Robust Summer Outlook Despite Setbacks,Positive
2021,Business,126,https://www.bloomberg.com/news/articles/2021-07-08/u-k-travel-restart-puts-border-control-upgrades-to-the-test,U.K. Travel Ramp Up Puts Border-Control Upgrades to the Test,Positive
2021,Business,20,https://www.bloomberg.com/news/articles/2021-04-25/hong-kong-singapore-air-travel-bubble-said-to-start-on-may-26,Hong Kong-Singapore Air Travel Bubble to Start on May 26,Positive
2021,Business,94,https://www.bloomberg.com/news/articles/2021-03-13/social-media-buzz-air-travel-record-bitcoin-boom-bachelorette,"Social Media Buzz: Air Travel Record, Bitcoin Boom, Bachelorette",Positive
2021,Business,11,https://www.bloomberg.com/news/articles/2021-02-19/u-s-plans-to-add-6-000-screeners-for-post-covid-travel-rush,"TSA Plans to Add 6,000 Airport Screeners for Post-Covid Travel Rush",Negative
2021,Business,22,https://www.bloomberg.com/news/articles/2021-02-23/easyjet-ticket-sales-surge-as-johnson-plan-boosts-summer-hopes,"Airline Bookings Surge, Buoyed by U.K. Plans to Reopen Travel",Positive
2021,Business,81,https://www.bloomberg.com/news/articles/2021-06-08/boeing-jet-sales-surge-as-pandemic-retreats-in-u-s-europe,"Boeing Jet Sales Surge as Pandemic Retreats in U.S., Europe",Positive
2021,Business,21,https://www.bloomberg.com/news/articles/2021-06-11/lufthansa-turns-to-747-jumbos-as-german-tourists-flood-mallorca,Lufthansa Turns to 747 Jumbos as German Tourists Flood Mallorca,Negative
2021,Business,117,https://www.bloomberg.com/news/articles/2021-05-30/india-mulls-enhancing-41-billion-loan-guarantee-for-small-firms,India Extends $41 Billion Loan-Guarantee Offer to Airlines,Positive
2021,Business,106,https://www.bloomberg.com/news/articles/2021-07-05/pandemic-pushes-millions-of-small-thai-businesses-into-crisis,Pandemic Pushes Millions of Small Thai Companies Into Crisis,Negative
2021,Business,35,https://www.bloomberg.com/news/articles/2021-06-09/british-airways-ryanair-face-u-k-probe-over-denied-refunds,"British Airways, Ryanair Face U.K. Probe Over Denied Refunds",Negative
2021,Business,114,https://www.bloomberg.com/news/articles/2021-06-01/singapore-airlines-says-reserves-sufficient-for-well-into-2023,Singapore Airlines Says Reserves Sufficient for Well Into 2023,Positive
2021,Business,59,https://www.bloomberg.com/news/articles/2021-06-08/southwest-air-adds-to-boeing-max-7-order-as-u-s-travel-rebounds,"Southwest Extends Bet on Smallest Boeing Max, Speeds Fleet Redo",Negative
2021,Business,109,https://www.bloomberg.com/news/articles/2021-06-10/transat-to-drop-hotel-unit-add-partnerships-in-revival-effort,Transat Hits Highest Since March as It Plans July 30 Restart,Positive
2021,Business,71,https://www.bloomberg.com/news/articles/2021-05-25/boeing-max-gets-boost-with-add-on-order-from-lessor-smbc,Boeing Max Gets Boost With Add-On Order From Lessor SMBC,Positive
2021,Business,104,https://www.bloomberg.com/news/articles/2021-04-28/where-can-you-fly-right-now-india-s-outbreak-stalls-global-travel-rebound,Where Can You Fly Right Now? India’s Outbreak Stalls Global Travel Rebound,Negative
2021,Business,69,https://www.bloomberg.com/news/articles/2021-06-15/southwest-airlines-reels-with-1-000-flights-canceled-or-delayed,"Southwest Says Systems Restored After 1,400 Flights Disrupted",Negative
2021,Business,50,https://www.bloomberg.com/news/articles/2021-06-30/indonesian-discount-carrier-lion-air-struggling-to-pay-for-jets,Indonesian Discounter Lion Air Struggles to Pay for Jets,Negative
2021,Business,37,https://www.bloomberg.com/news/articles/2021-05-30/u-s-cities-to-power-revival-in-domestic-travel-tripadvisor-ceo,U.S. Cities to Power Revival in Domestic Travel: TripAdvisor CEO,Positive
2021,Business,30,https://www.bloomberg.com/news/articles/2021-02-11/frosty-trudeau-empty-airports-await-incoming-air-canada-ceo,"Frosty Trudeau, Empty Airports Await Incoming Air Canada CEO",Negative
2021,Business,3,https://www.bloomberg.com/news/articles/2021-07-11/united-ceo-sees-huge-desire-fueling-u-s-air-travel-rebound,United CEO Sees ‘Huge Desire’ Fueling U.S. Air Travel Rebound,Positive
2021,Business,33,https://www.bloomberg.com/news/articles/2021-04-30/ana-sees-surprise-profit-outlook-even-as-planes-remain-grounded,Airline Gives Surprise Profit Outlook Even as Planes Remain Grounded,Positive
2021,Business,85,https://www.bloomberg.com/news/articles/2021-07-04/sydney-airport-gets-17-billion-takeover-bid-in-bet-on-rebound,Sydney Airport Gets $17 Billion Offer in Bet on Travel Rebound,Positive
2021,Business,55,https://www.bloomberg.com/news/articles/2021-07-09/castlelake-commits-2-1-billion-through-aviation-lending-program,Castlelake Commits $2.1 Billion Through Aviation Lending Program,Positive
2021,Business,19,https://www.bloomberg.com/news/articles/2021-04-06/air-france-klm-gets-4-7-billion-rescue-france-to-raise-stake,Air France-KLM Gets $4.7 Billion State Aid in Survival Step,Negative
2021,Business,28,https://www.bloomberg.com/news/articles/2021-06-06/covid-crisis-drives-indigo-to-worse-than-expected-loss,Covid Crisis Pushes IndiGo to Even Bigger Quarterly Loss,Negative
2021,Business,120,https://www.bloomberg.com/news/articles/2021-07-10/turkish-airlines-raises-staff-wages-amid-aviation-recovery-hopes,Turkish Airlines Raises Staff Wages Amid Aviation Recovery Hopes,Positive
2021,Business,80,https://www.bloomberg.com/news/articles/2021-07-13/american-sees-slight-second-quarter-profit-as-airlines-rebound,American Airlines Climbs as Travel Rebound Brightens Outlook,Positive
2021,Business,6,https://www.bloomberg.com/news/articles/2021-04-12/trudeau-agrees-to-air-canada-aid-package-media-reports-say,Air Canada Drops as Rescue Plan Sees Government Take Equity,Negative
2021,Business,121,https://www.bloomberg.com/news/articles/2021-07-13/china-s-top-brokers-ask-senior-bankers-to-fly-coach-to-cut-costs,China’s Top Brokers Ask Bankers to Fly Coach and Share Hotel Rooms,Negative
2021,Business,86,https://www.bloomberg.com/news/articles/2021-06-24/air-france-klm-bond-issue-lands-amid-rising-risks-to-summer-fun,Air France-KLM Bond Issue Lands Amid Rising Risks to Summer Fun,Positive
2021,Business,83,https://www.bloomberg.com/news/articles/2021-06-17/air-new-zealand-sees-more-losses-as-virus-keeps-borders-closed,Air New Zealand Sees More Losses as Virus Keeps Borders Closed,Negative
2021,Business,7,https://www.bloomberg.com/news/articles/2021-07-12/porter-airlines-prepares-for-post-covid-travel-with-embraer-jets,Porter Airlines Elbows Onto Air Canada Turf With Jet Deal,Positive
2021,Business,75,https://www.bloomberg.com/news/articles/2021-07-04/covid-variant-weighs-on-travel-rebound-airports-ceo-warns,"Covid Variant Weighs on Travel Rebound, Airports CEO Warns",Negative
2021,Business,76,https://www.bloomberg.com/news/articles/2021-04-14/qantas-expects-all-of-its-airbus-a380-superjumbos-to-fly-again,Qantas Sees Airbus A380 Superjumbo Fleet Returning to Skies,Positive
2021,Business,48,https://www.bloomberg.com/news/articles/2021-06-18/where-can-you-fly-right-now-europe-can-travel-again-britons-are-stuck-at-home,Where Can You Fly Right Now? Germans Roll Out Their Beach Towels,Positive
2021,Business,51,https://www.bloomberg.com/news/articles/2021-02-15/dubai-airports-traffic-slumps-70-in-2020-on-covid-19-lockdowns,Dubai Airports Traffic Slumps 70% in 2020 on Covid-19 Lockdowns,Negative
2021,Business,29,https://www.bloomberg.com/news/articles/2021-05-19/jetblue-sets-august-start-for-long-awaited-london-flights,JetBlue to Make NYC-London Debut in August as Travel Rises,Positive
2021,Business,23,https://www.bloomberg.com/news/articles/2021-05-12/where-can-you-fly-right-now-brits-rerouted-to-algarve-with-spain-and-greece-off-limits,Where Can You Fly Right Now:  Brits Rerouted to Algarve With Spain and Greece Off Limits,Negative
2021,Business,16,https://www.bloomberg.com/news/articles/2021-07-12/ryanair-starts-hiring-spree-seeking-2-000-pilots-for-expansion,"Ryanair Set to Hire 2,000 Pilots as Boeing Max Fleet Grows",Positive
2021,Business,102,https://www.bloomberg.com/news/articles/2021-02-03/air-travel-s-2021-rebound-threatened-by-virus-flares-iata-says,"Air Travel’s 2021 Rebound Threatened by Virus Flares, IATA Says",Negative
2021,Business,119,https://www.bloomberg.com/news/articles/2021-02-26/personal-touch-lost-by-travel-bans-is-costing-businesses-dearly,Personal Touch Lost By Travel Bans Is Costing Businesses Dearly,Negative
2021,Business,12,https://www.bloomberg.com/news/articles/2021-05-20/easyjet-readies-for-tumultuous-summer-amid-slow-reopening,EasyJet Readies for Tumultuous Summer Amid Slow Reopening,Negative
2021,Business,43,https://www.bloomberg.com/news/articles/2021-04-16/once-bullish-wizz-air-ceo-says-his-optimism-for-summer-is-fading,Once-Bullish Wizz Air CEO Says His Optimism for Summer Is Fading,Negative
2021,Business,64,https://www.bloomberg.com/news/articles/2021-05-19/where-can-you-fly-right-now-u-s-vaccine-drive-gives-airlines-a-boost,Where Can You Fly Right Now? U.S. Vaccine Drive Gives Airlines a Boost,Positive
2021,Markets,10,https://www.bloomberg.com/news/articles/2021-06-18/philippine-air-s-parent-halted-from-trading-after-audit-report,Philippine Air’s Parent Halted From Trading After Audit Report,Negative
2021,Markets,47,https://www.bloomberg.com/news/articles/2021-01-21/aircraft-backed-bonds-draw-heavy-demand-as-investors-seek-yield,Aircraft-Lease Bonds Draw High Demand as Investors Seek Yield,Positive
2021,Markets,41,https://www.bloomberg.com/news/articles/2021-05-20/lufthansa-s-biggest-private-owner-to-sell-half-its-stake,Late German Billionaire’s Heirs Unwind the Patriarch’s Last Deal,Positive
2021,Markets,32,https://www.bloomberg.com/news/articles/2021-05-20/latam-airlines-shareholders-channel-hertz-in-bankruptcy-rebound,Latam Airlines Shareholders Channel Hertz in Bankruptcy Rebound,Negative
2021,Markets,18,https://www.bloomberg.com/news/articles/2021-06-30/turns-out-flightless-boeing-max-is-money-spinner-for-major-buyer,The Airline Making Money Off Grounded Boeing 737 Max Jets,Negative
2021,Markets,28,https://www.bloomberg.com/news/articles/2021-05-17/hong-kong-singapore-delay-anticipated-air-travel-bubble-again,"Hong Kong, Singapore Delay Anticipated Travel Bubble Again",Negative
2021,Markets,19,https://www.bloomberg.com/news/articles/2021-07-05/airlines-to-be-charged-more-for-polluting-in-eu-green-push,Airlines to Be Charged More for Polluting in EU Green Push,Negative
2021,Markets,9,https://www.bloomberg.com/news/articles/2021-07-14/billionaire-adani-takes-control-of-mumbai-airport-in-rebound-bet,Billionaire Adani to Control Mumbai Airport in Rebound Bet,Positive
2021,Markets,12,https://www.bloomberg.com/news/articles/2021-06-05/vaccinated-europeans-book-their-holiday-while-brits-decry-u-turn,Vaccinated Europeans Book Holidays While Brits Decry U-Turn,Negative
2021,Markets,27,https://www.bloomberg.com/news/articles/2021-05-04/malaysia-airlines-says-travel-demand-to-stay-subdued-until-2023,Malaysia Airlines Says Travel Demand to Stay Weak Until 2023,Negative
2021,Markets,23,https://www.bloomberg.com/news/articles/2021-07-01/ryanair-ceo-sees-capacity-almost-doubling-on-vaccine-boost,Ryanair CEO Sees Capacity Almost Doubling on Vaccine Boost,Positive
2021,Markets,46,https://www.bloomberg.com/news/articles/2021-02-23/u-k-domestic-stocks-jump-with-travel-shares-on-reopening-plan,U.K. Domestic Stocks Jump With Travel Shares on Reopening Plan,Positive
2021,Markets,21,https://www.bloomberg.com/news/articles/2021-03-17/apollo-backed-sun-country-airlines-climbs-after-218-million-ipo,Apollo-Backed Sun Country Ascends With Travel Hopes in Debut,Positive
2021,Markets,38,https://www.bloomberg.com/news/articles/2021-07-01/day-traders-buy-the-dip-in-cyclical-trade-that-hedge-funds-shun,Day Traders Buy the Dip in Cyclical Trade That Hedge Funds Shun,Negative
2021,Markets,57,https://www.bloomberg.com/news/articles/2021-06-30/european-shares-steady-set-for-fifth-consecutive-montly-gain,European Shares Decline With Cyclicals Hit by Delta Strain Woes,Negative
2021,Markets,25,https://www.bloomberg.com/news/articles/2021-03-20/summer-holidays-lost-to-covid-threaten-europe-s-red-hot-stocks,Summer Holidays Lost to Covid Threaten Europe’s Red-Hot Stocks,Negative
2021,Markets,48,https://www.bloomberg.com/news/articles/2021-07-18/asia-stocks-seen-down-oil-in-focus-on-opec-deal-markets-wrap,Stocks Slump as Virus Jitters Fuel Rush Into Bonds: Markets Wrap,Negative
2021,Markets,37,https://www.bloomberg.com/news/articles/2021-06-18/lufthansa-says-it-aims-to-repay-german-aid-by-september-election,Lufthansa Says It Aims to Repay German Aid by September Vote,Negative
2021,Markets,53,https://www.bloomberg.com/news/articles/2021-04-07/states-back-in-the-pilot-seat-after-european-airline-bailouts,Covid Thrusts Governments Into Cockpit With Flag Carrier Aid,Negative
2021,Markets,30,https://www.bloomberg.com/news/articles/2021-07-08/senior-executives-resign-from-cathay-pacific-amid-covid-battle,Senior Executives Resign From Cathay Amid Covid Battle,Negative
